Name,observation_value,Trait,Year
PI567608,46.9,protein,2021
PI567639,46.9,protein,2021
PI567719,46.9,protein,2021
PI567752,46.9,protein,2021
PI574486,46.9,protein,2021
PI578364,46.9,protein,2021
PI578472,46.9,protein,2021
PI407788B,46.9,protein,2021
PI407918B,46.9,protein,2021
PI407952B,46.9,protein,2021
PI407962-1,46.9,protein,2021
PI407973B,46.9,protein,2021
PI407986A,46.9,protein,2021
PI408134B,46.9,protein,2021
PI408192-2,46.9,protein,2021
PI408211A,46.9,protein,2021
PI423748A,46.9,protein,2021
PI424222A,46.9,protein,2021
PI424335A,46.9,protein,2021
PI424474-2,46.9,protein,2021
PI424491B,46.9,protein,2021
PI430600B,46.9,protein,2021
PI437126B,46.9,protein,2021
PI437650B,46.9,protein,2021
PI437882A,46.9,protein,2021
PI437886A,46.9,protein,2021
PI437934A,46.9,protein,2021
PI438496B,46.9,protein,2021
PI508296G,46.9,protein,2021
PI536547C,46.9,protein,2021
PI339871A,46.9,protein,2021
PI424027A,46.9,protein,2021
PI424085A,46.9,protein,2021
PI549035B,46.9,protein,2021
PI588044,46.9,protein,2021
PI588048,46.9,protein,2021
PI587870,46.9,protein,2021
PI587855,46.9,protein,2021
PI587793,46.9,protein,2021
PI587777,46.9,protein,2021
PI587784,46.9,protein,2021
PI587578,46.9,protein,2021
PI567350B,46.9,protein,2021
PI567410B,46.9,protein,2021
PI567417C,46.9,protein,2021
PI567507D,46.9,protein,2021
PI567535A,46.9,protein,2021
PI567676A,46.9,protein,2021
PI567676B,46.9,protein,2021
PI574479A,46.9,protein,2021
PI566989A,46.9,protein,2021
PI567058B,46.9,protein,2021
PI567087B,46.9,protein,2021
PI567132B,46.9,protein,2021
PI567137A,46.9,protein,2021
PI592914,46.9,protein,2021
PI594019,46.9,protein,2021
PI594579,46.9,protein,2021
PI594637,46.9,protein,2021
PI594649,46.9,protein,2021
PI587565C,46.9,protein,2021
PI587575B,46.9,protein,2021
PI587600C,46.9,protein,2021
PI587757A,46.9,protein,2021
PI588010B,46.9,protein,2021
PI588032D,46.9,protein,2021
PI587618A,46.9,protein,2021
PI587767A,46.9,protein,2021
PI587812B,46.9,protein,2021
PI567325A,46.9,protein,2021
PI597389,46.9,protein,2021
PI597389,46.9,protein,2021
PI603336,46.9,protein,2021
PI603675,46.9,protein,2021
PI605763,46.9,protein,2021
PI606367,46.9,protein,2021
PI594426A,46.9,protein,2021
PI594500C,46.9,protein,2021
PI594572B,46.9,protein,2021
PI594885A,46.9,protein,2021
PI603530B,46.9,protein,2021
PI603735A,46.9,protein,2021
PI594786A,46.9,protein,2021
PI605844C,46.9,protein,2021
PI605863A,46.9,protein,2021
PI605865A,46.9,protein,2021
PI605877B,46.9,protein,2021
FC31918,47,protein,2021
PI71570,47,protein,2021
PI79628,47,protein,2021
PI153234,47,protein,2021
PI153314,47,protein,2021
PI154200,47,protein,2021
PI165929,47,protein,2021
PI170887,47,protein,2021
PI170896,47,protein,2021
PI181560,47,protein,2021
PI189886,47,protein,2021
PI200506,47,protein,2021
PI200510,47,protein,2021
PI200550,47,protein,2021
PI204334,47,protein,2021
PI208204,47,protein,2021
PI222546,47,protein,2021
PI323573,47,protein,2021
PI339731,47,protein,2021
PI340028,47,protein,2021
PI346309,47,protein,2021
PI381663,47,protein,2021
PI398198,47,protein,2021
PI398243,47,protein,2021
PI398284,47,protein,2021
PI398383,47,protein,2021
PI398419,47,protein,2021
PI398457,47,protein,2021
PI398544,47,protein,2021
PI398594,47,protein,2021
PI398625,47,protein,2021
PI398687,47,protein,2021
PI398688,47,protein,2021
PI398690,47,protein,2021
PI398740,47,protein,2021
PI398773,47,protein,2021
PI398785,47,protein,2021
PI398791,47,protein,2021
PI398837,47,protein,2021
PI398937,47,protein,2021
PI398956,47,protein,2021
PI398982,47,protein,2021
PI398997,47,protein,2021
PI399105,47,protein,2021
PI399110,47,protein,2021
PI399117,47,protein,2021
PI407221,47,protein,2021
PI407719,47,protein,2021
PI407739,47,protein,2021
PI407774,47,protein,2021
PI407802,47,protein,2021
PI407802,47,protein,2021
PI407815,47,protein,2021
PI407822,47,protein,2021
PI407851,47,protein,2021
PI407852,47,protein,2021
PI407912,47,protein,2021
PI407968,47,protein,2021
PI407995,47,protein,2021
PI408002,47,protein,2021
PI408113,47,protein,2021
PI408120,47,protein,2021
PI408305,47,protein,2021
PI417075,47,protein,2021
PI417155,47,protein,2021
PI417194,47,protein,2021
PI417259,47,protein,2021
PI417272,47,protein,2021
PI417384,47,protein,2021
PI423807,47,protein,2021
PI423895,47,protein,2021
PI423904,47,protein,2021
PI424035,47,protein,2021
PI424600,47,protein,2021
PI437077,47,protein,2021
PI437390,47,protein,2021
PI437495,47,protein,2021
PI437524,47,protein,2021
PI438024,47,protein,2021
PI458093,47,protein,2021
PI458107,47,protein,2021
PI464909,47,protein,2021
PI476885,47,protein,2021
PI476928,47,protein,2021
PI479747,47,protein,2021
PI506689,47,protein,2021
PI506746,47,protein,2021
PI506756,47,protein,2021
PI506939,47,protein,2021
PI507146,47,protein,2021
PI507161,47,protein,2021
PI507239,47,protein,2021
PI507623,47,protein,2021
PI507631,47,protein,2021
PI507658,47,protein,2021
PI509111,47,protein,2021
PI518723,47,protein,2021
PI532459,47,protein,2021
PI548305,47,protein,2021
PI548420,47,protein,2021
PI548445,47,protein,2021
PI548517,47,protein,2021
PI548525,47,protein,2021
PI561288,47,protein,2021
PI561382,47,protein,2021
PI562549,47,protein,2021
PI567206,47,protein,2021
PI567236,47,protein,2021
PI567258,47,protein,2021
PI567280,47,protein,2021
PI567374,47,protein,2021
PI567386,47,protein,2021
PI567517,47,protein,2021
PI567609,47,protein,2021
PI578325,47,protein,2021
PI578451,47,protein,2021
PI584506,47,protein,2021
PI339868D,47,protein,2021
PI407805A,47,protein,2021
PI407859-1,47,protein,2021
PI407868A,47,protein,2021
PI408200A,47,protein,2021
PI408312B,47,protein,2021
PI417472D,47,protein,2021
PI423728A,47,protein,2021
PI424294B,47,protein,2021
PI437635A,47,protein,2021
PI437711A,47,protein,2021
PI437845B,47,protein,2021
PI437878A,47,protein,2021
PI468374A,47,protein,2021
PI518291B,47,protein,2021
PI532466B,47,protein,2021
PI538385A,47,protein,2021
PI378686A,47,protein,2021
PI424020B,47,protein,2021
PI424099B,47,protein,2021
PI424109A,47,protein,2021
PI447003B,47,protein,2021
PI483460C,47,protein,2021
PI588046,47,protein,2021
PI587908,47,protein,2021
PI587885,47,protein,2021
PI587876,47,protein,2021
PI587785,47,protein,2021
PI587754,47,protein,2021
PI587747,47,protein,2021
PI587708,47,protein,2021
PI587715,47,protein,2021
PI567541B,47,protein,2021
PI567573B,47,protein,2021
PI567580B,47,protein,2021
PI567583C,47,protein,2021
PI567593B,47,protein,2021
PI567629A,47,protein,2021
PI567774A,47,protein,2021
PI567261E,47,protein,2021
PI567264A,47,protein,2021
PI566977A,47,protein,2021
PI567093B,47,protein,2021
PI567106B,47,protein,2021
PI594001,47,protein,2021
PI594646,47,protein,2021
PI594713,47,protein,2021
PI594818,47,protein,2021
PI594819,47,protein,2021
PI594615,47,protein,2021
PI587550B,47,protein,2021
PI587568A,47,protein,2021
PI587820B,47,protein,2021
PI587730B,47,protein,2021
PI588024A,47,protein,2021
PI587900D,47,protein,2021
PI587985A,47,protein,2021
PI588014D,47,protein,2021
PI587612F,47,protein,2021
PI603307,47,protein,2021
PI603401,47,protein,2021
PI606419,47,protein,2021
PI594005A,47,protein,2021
PI594608B,47,protein,2021
PI594660B,47,protein,2021
PI594852B,47,protein,2021
PI594875A,47,protein,2021
PI603611A,47,protein,2021
PI603711A,47,protein,2021
PI603564A,47,protein,2021
PI605778A,47,protein,2021
PI605859A,47,protein,2021
PI605877D,47,protein,2021
PI605891A,47,protein,2021
PI605826B,47,protein,2021
FC31676,47.1,protein,2021
PI54854,47.1,protein,2021
PI79825,47.1,protein,2021
PI84910,47.1,protein,2021
PI84959,47.1,protein,2021
PI97100,47.1,protein,2021
PI164885,47.1,protein,2021
PI171451,47.1,protein,2021
PI174860,47.1,protein,2021
PI175187,47.1,protein,2021
PI189879,47.1,protein,2021
PI194633,47.1,protein,2021
PI196158,47.1,protein,2021
PI200491,47.1,protein,2021
PI208430,47.1,protein,2021
PI210179,47.1,protein,2021
PI212606,47.1,protein,2021
PI285092,47.1,protein,2021
PI319530,47.1,protein,2021
PI323559,47.1,protein,2021
PI340030,47.1,protein,2021
PI376843,47.1,protein,2021
PI381685,47.1,protein,2021
PI398188,47.1,protein,2021
PI398218,47.1,protein,2021
PI398351,47.1,protein,2021
PI398369,47.1,protein,2021
PI398414,47.1,protein,2021
PI398452,47.1,protein,2021
PI398581,47.1,protein,2021
PI398640,47.1,protein,2021
PI398662,47.1,protein,2021
PI398790,47.1,protein,2021
PI398798,47.1,protein,2021
PI398855,47.1,protein,2021
PI398888,47.1,protein,2021
PI398907,47.1,protein,2021
PI398972,47.1,protein,2021
PI399037,47.1,protein,2021
PI399074,47.1,protein,2021
PI407049,47.1,protein,2021
PI407058,47.1,protein,2021
PI407074,47.1,protein,2021
PI407101,47.1,protein,2021
PI407177,47.1,protein,2021
PI407761,47.1,protein,2021
PI407881,47.1,protein,2021
PI407887,47.1,protein,2021
PI407910,47.1,protein,2021
PI407993,47.1,protein,2021
PI407994,47.1,protein,2021
PI408078,47.1,protein,2021
PI408160,47.1,protein,2021
PI408190,47.1,protein,2021
PI408242,47.1,protein,2021
PI408250,47.1,protein,2021
PI416803,47.1,protein,2021
PI416829,47.1,protein,2021
PI416919,47.1,protein,2021
PI416937,47.1,protein,2021
PI417041,47.1,protein,2021
PI417043,47.1,protein,2021
PI417060,47.1,protein,2021
PI417205,47.1,protein,2021
PI423779,47.1,protein,2021
PI423780,47.1,protein,2021
PI423849,47.1,protein,2021
PI423953,47.1,protein,2021
PI424124,47.1,protein,2021
PI424138,47.1,protein,2021
PI424176,47.1,protein,2021
PI424394,47.1,protein,2021
PI424614,47.1,protein,2021
PI437423,47.1,protein,2021
PI438061,47.1,protein,2021
PI438226,47.1,protein,2021
PI438278,47.1,protein,2021
PI438426,47.1,protein,2021
PI458190,47.1,protein,2021
PI458297,47.1,protein,2021
PI464867,47.1,protein,2021
PI464926,47.1,protein,2021
PI476888,47.1,protein,2021
PI476924,47.1,protein,2021
PI476925,47.1,protein,2021
PI476929,47.1,protein,2021
PI506580,47.1,protein,2021
PI506886,47.1,protein,2021
PI506988,47.1,protein,2021
PI506997,47.1,protein,2021
PI507069,47.1,protein,2021
PI507629,47.1,protein,2021
PI507769,47.1,protein,2021
PI507776,47.1,protein,2021
PI507791,47.1,protein,2021
PI507816,47.1,protein,2021
PI509076,47.1,protein,2021
PI509078,47.1,protein,2021
PI509081,47.1,protein,2021
PI518720,47.1,protein,2021
PI522201,47.1,protein,2021
PI539863,47.1,protein,2021
PI547510,47.1,protein,2021
PI561293,47.1,protein,2021
PI561381,47.1,protein,2021
PI567252,47.1,protein,2021
PI567340,47.1,protein,2021
PI567356,47.1,protein,2021
PI567393,47.1,protein,2021
PI567579,47.1,protein,2021
PI567631,47.1,protein,2021
PI567653,47.1,protein,2021
PI567724,47.1,protein,2021
PI578439,47.1,protein,2021
PI578451,47.1,protein,2021
PI86903-4,47.1,protein,2021
PI273483C,47.1,protein,2021
PI378664C,47.1,protein,2021
PI407790-1,47.1,protein,2021
PI407861A,47.1,protein,2021
PI407914C,47.1,protein,2021
PI407966C,47.1,protein,2021
PI407986B,47.1,protein,2021
PI408003-2,47.1,protein,2021
PI408050B,47.1,protein,2021
PI408052B,47.1,protein,2021
PI408076C,47.1,protein,2021
PI408186C,47.1,protein,2021
PI408207-2,47.1,protein,2021
PI408234A,47.1,protein,2021
PI408307A,47.1,protein,2021
PI416904A,47.1,protein,2021
PI424188A,47.1,protein,2021
PI437378A,47.1,protein,2021
PI437420B,47.1,protein,2021
PI437605A,47.1,protein,2021
PI437857B,47.1,protein,2021
PI437995C,47.1,protein,2021
PI458281B,47.1,protein,2021
PI548402S,47.1,protein,2021
PI423989B,47.1,protein,2021
PI424100B,47.1,protein,2021
PI587898,47.1,protein,2021
PI587875,47.1,protein,2021
PI587876,47.1,protein,2021
PI587840,47.1,protein,2021
PI587849,47.1,protein,2021
PI587771,47.1,protein,2021
PI587707,47.1,protein,2021
PI587695,47.1,protein,2021
PI587657,47.1,protein,2021
PI567333B,47.1,protein,2021
PI567403B,47.1,protein,2021
PI567648A,47.1,protein,2021
PI567744A,47.1,protein,2021
PI574480A,47.1,protein,2021
PI578324F,47.1,protein,2021
PI578324G,47.1,protein,2021
PI567029A,47.1,protein,2021
PI567035C,47.1,protein,2021
PI567104B,47.1,protein,2021
PI567115B,47.1,protein,2021
PI593988,47.1,protein,2021
PI594002,47.1,protein,2021
PI594680,47.1,protein,2021
PI594775,47.1,protein,2021
PI594778,47.1,protein,2021
PI594816,47.1,protein,2021
PI594871,47.1,protein,2021
PI594615,47.1,protein,2021
PI594616,47.1,protein,2021
PI587583A,47.1,protein,2021
PI587606D,47.1,protein,2021
PI587625A,47.1,protein,2021
PI587687B,47.1,protein,2021
PI588007B,47.1,protein,2021
PI588011B,47.1,protein,2021
PI588022A,47.1,protein,2021
PI587627B,47.1,protein,2021
PI587620D,47.1,protein,2021
PI587564C,47.1,protein,2021
PI587647A,47.1,protein,2021
PI587686B,47.1,protein,2021
PI587700C,47.1,protein,2021
PI587913B,47.1,protein,2021
PI597465,47.1,protein,2021
PI603583,47.1,protein,2021
PI594172A,47.1,protein,2021
PI594471B,47.1,protein,2021
PI594738A,47.1,protein,2021
PI594758C,47.1,protein,2021
PI594784B,47.1,protein,2021
PI594900B,47.1,protein,2021
PI603534B,47.1,protein,2021
PI603732B,47.1,protein,2021
PI603429C,47.1,protein,2021
PI603477B,47.1,protein,2021
PI605806B,47.1,protein,2021
PI605870B,47.1,protein,2021
PI605779A,47.1,protein,2021
FC31622,47.2,protein,2021
PI157443,47.2,protein,2021
PI157470,47.2,protein,2021
PI159321,47.2,protein,2021
PI170887,47.2,protein,2021
PI171445,47.2,protein,2021
PI171451,47.2,protein,2021
PI203403,47.2,protein,2021
PI204337,47.2,protein,2021
PI208434,47.2,protein,2021
PI229334,47.2,protein,2021
PI283328,47.2,protein,2021
PI297537,47.2,protein,2021
PI324068,47.2,protein,2021
PI339866,47.2,protein,2021
PI339869,47.2,protein,2021
PI339977,47.2,protein,2021
PI339984,47.2,protein,2021
PI340044,47.2,protein,2021
PI398208,47.2,protein,2021
PI398277,47.2,protein,2021
PI398279,47.2,protein,2021
PI398308,47.2,protein,2021
PI398390,47.2,protein,2021
PI398543,47.2,protein,2021
PI398637,47.2,protein,2021
PI398671,47.2,protein,2021
PI398676,47.2,protein,2021
PI398765,47.2,protein,2021
PI398806,47.2,protein,2021
PI398834,47.2,protein,2021
PI398863,47.2,protein,2021
PI398947,47.2,protein,2021
PI399029,47.2,protein,2021
PI399032,47.2,protein,2021
PI407065,47.2,protein,2021
PI407073,47.2,protein,2021
PI407076,47.2,protein,2021
PI407090,47.2,protein,2021
PI407251,47.2,protein,2021
PI407262,47.2,protein,2021
PI407293,47.2,protein,2021
PI407819,47.2,protein,2021
PI407920,47.2,protein,2021
PI407982,47.2,protein,2021
PI408042,47.2,protein,2021
PI408106,47.2,protein,2021
PI408243,47.2,protein,2021
PI408273,47.2,protein,2021
PI408336,47.2,protein,2021
PI416765,47.2,protein,2021
PI417039,47.2,protein,2021
PI417042,47.2,protein,2021
PI417090,47.2,protein,2021
PI417146,47.2,protein,2021
PI417157,47.2,protein,2021
PI417249,47.2,protein,2021
PI417504,47.2,protein,2021
PI423852,47.2,protein,2021
PI423861,47.2,protein,2021
PI424233,47.2,protein,2021
PI424258,47.2,protein,2021
PI424283,47.2,protein,2021
PI424401,47.2,protein,2021
PI424604,47.2,protein,2021
PI437101,47.2,protein,2021
PI437467,47.2,protein,2021
PI437638,47.2,protein,2021
PI437718,47.2,protein,2021
PI437866,47.2,protein,2021
PI438087,47.2,protein,2021
PI438201,47.2,protein,2021
PI438284,47.2,protein,2021
PI438338,47.2,protein,2021
PI458195,47.2,protein,2021
PI458239,47.2,protein,2021
PI464870,47.2,protein,2021
PI468918,47.2,protein,2021
PI468971,47.2,protein,2021
PI468971,47.2,protein,2021
PI471900,47.2,protein,2021
PI471942,47.2,protein,2021
PI476934,47.2,protein,2021
PI506569,47.2,protein,2021
PI506835,47.2,protein,2021
PI506889,47.2,protein,2021
PI506936,47.2,protein,2021
PI506999,47.2,protein,2021
PI507160,47.2,protein,2021
PI507567,47.2,protein,2021
PI507663,47.2,protein,2021
PI507768,47.2,protein,2021
PI507822,47.2,protein,2021
PI518719,47.2,protein,2021
PI522226,47.2,protein,2021
PI532465,47.2,protein,2021
PI542769,47.2,protein,2021
PI548351,47.2,protein,2021
PI548455,47.2,protein,2021
PI548648,47.2,protein,2021
PI548978,47.2,protein,2021
PI567008,47.2,protein,2021
PI567231,47.2,protein,2021
PI567253,47.2,protein,2021
PI567472,47.2,protein,2021
PI578383,47.2,protein,2021
PI80466-2,47.2,protein,2021
PI291310C,47.2,protein,2021
PI355069S,47.2,protein,2021
PI404196B,47.2,protein,2021
PI407658C,47.2,protein,2021
PI407859-2,47.2,protein,2021
PI407960A,47.2,protein,2021
PI407961-1,47.2,protein,2021
PI408201B,47.2,protein,2021
PI408272A,47.2,protein,2021
PI424284A,47.2,protein,2021
PI437145B,47.2,protein,2021
PI437168A,47.2,protein,2021
PI437711B,47.2,protein,2021
PI437975A,47.2,protein,2021
PI458236B,47.2,protein,2021
PI561302C,47.2,protein,2021
PI561309B,47.2,protein,2021
PI561350B,47.2,protein,2021
PI561350A,47.2,protein,2021
PI424085B,47.2,protein,2021
PI479746B,47.2,protein,2021
PI507818A,47.2,protein,2021
PI522231A,47.2,protein,2021
PI587975,47.2,protein,2021
PI587975,47.2,protein,2021
PI587871,47.2,protein,2021
PI587770,47.2,protein,2021
PI587775,47.2,protein,2021
PI587776,47.2,protein,2021
PI587779,47.2,protein,2021
PI587764,47.2,protein,2021
PI587619,47.2,protein,2021
PI587562,47.2,protein,2021
PI567321A,47.2,protein,2021
PI567488A,47.2,protein,2021
PI567514B,47.2,protein,2021
PI567583A,47.2,protein,2021
PI567597B,47.2,protein,2021
PI567628B,47.2,protein,2021
PI567683A,47.2,protein,2021
PI567716A,47.2,protein,2021
PI567771D,47.2,protein,2021
PI578318D,47.2,protein,2021
PI578324G,47.2,protein,2021
PI566989A,47.2,protein,2021
PI567049A,47.2,protein,2021
PI567070A,47.2,protein,2021
PI594007,47.2,protein,2021
PI594678,47.2,protein,2021
PI594769,47.2,protein,2021
PI594844,47.2,protein,2021
PI594855,47.2,protein,2021
PI594872,47.2,protein,2021
PI594877,47.2,protein,2021
PI594464,47.2,protein,2021
PI587559A,47.2,protein,2021
PI587592B,47.2,protein,2021
PI587608A,47.2,protein,2021
PI587634C,47.2,protein,2021
PI587839C,47.2,protein,2021
PI587968A,47.2,protein,2021
PI588011D,47.2,protein,2021
PI587577I,47.2,protein,2021
PI587668C,47.2,protein,2021
PI587700B,47.2,protein,2021
PI587856A,47.2,protein,2021
PI587996B,47.2,protein,2021
PI587992A,47.2,protein,2021
PI587596B,47.2,protein,2021
PI587631B,47.2,protein,2021
PI587915D,47.2,protein,2021
PI587830A,47.2,protein,2021
PI567310B,47.2,protein,2021
PI597469,47.2,protein,2021
PI603406,47.2,protein,2021
PI603579,47.2,protein,2021
PI603630,47.2,protein,2021
PI603720,47.2,protein,2021
PI605754,47.2,protein,2021
PI605856,47.2,protein,2021
PI593993A,47.2,protein,2021
PI594014B,47.2,protein,2021
PI594233A,47.2,protein,2021
PI594430E,47.2,protein,2021
PI594444A,47.2,protein,2021
PI594444A,47.2,protein,2021
PI594454B,47.2,protein,2021
PI594512B,47.2,protein,2021
PI594555B,47.2,protein,2021
PI594572A,47.2,protein,2021
PI594670D,47.2,protein,2021
PI594759A,47.2,protein,2021
PI594770B,47.2,protein,2021
PI594839B,47.2,protein,2021
PI612760,47.2,protein,2021
PI602502A,47.2,protein,2021
PI603466B,47.2,protein,2021
PI603662A,47.2,protein,2021
PI605799A,47.2,protein,2021
PI605840A,47.2,protein,2021
PI606438A,47.2,protein,2021
FC30684,47.3,protein,2021
FC30691,47.3,protein,2021
PI84757,47.3,protein,2021
PI94159,47.3,protein,2021
PI135624,47.3,protein,2021
PI158751,47.3,protein,2021
PI159094,47.3,protein,2021
PI179823,47.3,protein,2021
PI189873,47.3,protein,2021
PI189875,47.3,protein,2021
PI196504,47.3,protein,2021
PI200461,47.3,protein,2021
PI200542,47.3,protein,2021
PI219780,47.3,protein,2021
PI259543,47.3,protein,2021
PI291291,47.3,protein,2021
PI297544,47.3,protein,2021
PI303651,47.3,protein,2021
PI307836,47.3,protein,2021
PI319527,47.3,protein,2021
PI339985,47.3,protein,2021
PI340901,47.3,protein,2021
PI346302,47.3,protein,2021
PI361057,47.3,protein,2021
PI361120,47.3,protein,2021
PI371609,47.3,protein,2021
PI398382,47.3,protein,2021
PI398387,47.3,protein,2021
PI398451,47.3,protein,2021
PI398479,47.3,protein,2021
PI398548,47.3,protein,2021
PI398583,47.3,protein,2021
PI398656,47.3,protein,2021
PI398688,47.3,protein,2021
PI398711,47.3,protein,2021
PI398796,47.3,protein,2021
PI398813,47.3,protein,2021
PI398918,47.3,protein,2021
PI398922,47.3,protein,2021
PI399037,47.3,protein,2021
PI399052,47.3,protein,2021
PI399094,47.3,protein,2021
PI404163,47.3,protein,2021
PI407053,47.3,protein,2021
PI407320,47.3,protein,2021
PI407812,47.3,protein,2021
PI407815,47.3,protein,2021
PI407911,47.3,protein,2021
PI407978,47.3,protein,2021
PI408123,47.3,protein,2021
PI408183,47.3,protein,2021
PI408279,47.3,protein,2021
PI416997,47.3,protein,2021
PI417052,47.3,protein,2021
PI417168,47.3,protein,2021
PI417308,47.3,protein,2021
PI417542,47.3,protein,2021
PI423878,47.3,protein,2021
PI423954,47.3,protein,2021
PI423970,47.3,protein,2021
PI424186,47.3,protein,2021
PI424334,47.3,protein,2021
PI424388,47.3,protein,2021
PI424461,47.3,protein,2021
PI424467,47.3,protein,2021
PI424589,47.3,protein,2021
PI437493,47.3,protein,2021
PI438173,47.3,protein,2021
PI438443,47.3,protein,2021
PI458196,47.3,protein,2021
PI468965,47.3,protein,2021
PI476916,47.3,protein,2021
PI479748,47.3,protein,2021
PI495018,47.3,protein,2021
PI506570,47.3,protein,2021
PI506607,47.3,protein,2021
PI506611,47.3,protein,2021
PI506686,47.3,protein,2021
PI506774,47.3,protein,2021
PI507046,47.3,protein,2021
PI507648,47.3,protein,2021
PI507777,47.3,protein,2021
PI509107,47.3,protein,2021
PI532454,47.3,protein,2021
PI538400,47.3,protein,2021
PI548480,47.3,protein,2021
PI548497,47.3,protein,2021
PI548973,47.3,protein,2021
PI561374,47.3,protein,2021
PI562565,47.3,protein,2021
PI567091,47.3,protein,2021
PI567180,47.3,protein,2021
PI567330,47.3,protein,2021
PI567556,47.3,protein,2021
PI567559,47.3,protein,2021
PI567654,47.3,protein,2021
PI578317,47.3,protein,2021
PI578461,47.3,protein,2021
PI578475,47.3,protein,2021
PI90576-2,47.3,protein,2021
PI291319B,47.3,protein,2021
PI347552C,47.3,protein,2021
PI358316A,47.3,protein,2021
PI407805C,47.3,protein,2021
PI407914A,47.3,protein,2021
PI408167B,47.3,protein,2021
PI408180-1,47.3,protein,2021
PI408217A,47.3,protein,2021
PI408262B,47.3,protein,2021
PI423748A,47.3,protein,2021
PI423796A,47.3,protein,2021
PI424294A,47.3,protein,2021
PI437339B,47.3,protein,2021
PI438105A,47.3,protein,2021
PI438496C,47.3,protein,2021
PI424099A,47.3,protein,2021
PI424127B,47.3,protein,2021
PI464866B,47.3,protein,2021
PI483464A,47.3,protein,2021
PI588037,47.3,protein,2021
PI587925,47.3,protein,2021
PI587904,47.3,protein,2021
PI587831,47.3,protein,2021
PI587735,47.3,protein,2021
PI587685,47.3,protein,2021
PI587673,47.3,protein,2021
PI587628,47.3,protein,2021
PI567369B,47.3,protein,2021
PI567572B,47.3,protein,2021
PI567602C,47.3,protein,2021
PI567756B,47.3,protein,2021
PI567267B,47.3,protein,2021
PI567269B,47.3,protein,2021
PI567181B,47.3,protein,2021
PI578324D,47.3,protein,2021
PI578324H,47.3,protein,2021
PI566999A,47.3,protein,2021
PI566999C,47.3,protein,2021
PI567014B,47.3,protein,2021
PI594003,47.3,protein,2021
PI594276,47.3,protein,2021
PI594547,47.3,protein,2021
PI594585,47.3,protein,2021
PI594663,47.3,protein,2021
PI594768,47.3,protein,2021
PI594808,47.3,protein,2021
PI594814,47.3,protein,2021
PI594604,47.3,protein,2021
PI594620,47.3,protein,2021
PI594621,47.3,protein,2021
PI587620C,47.3,protein,2021
PI587630A,47.3,protein,2021
PI587674B,47.3,protein,2021
PI587830B,47.3,protein,2021
PI587992D,47.3,protein,2021
PI588027C,47.3,protein,2021
PI587788B,47.3,protein,2021
PI587692B,47.3,protein,2021
PI587588A,47.3,protein,2021
PI587997A,47.3,protein,2021
PI587620B,47.3,protein,2021
PI587682A,47.3,protein,2021
PI587682B,47.3,protein,2021
PI603164,47.3,protein,2021
PI603601,47.3,protein,2021
PI603627,47.3,protein,2021
PI605829,47.3,protein,2021
PI594005C,47.3,protein,2021
PI594401B,47.3,protein,2021
PI594500B,47.3,protein,2021
PI594631A,47.3,protein,2021
PI594659A,47.3,protein,2021
PI594784A,47.3,protein,2021
PI594792B,47.3,protein,2021
PI594801A,47.3,protein,2021
PI594802B,47.3,protein,2021
PI594807B,47.3,protein,2021
PI603422B,47.3,protein,2021
PI603698E,47.3,protein,2021
PI603540B,47.3,protein,2021
PI603731B,47.3,protein,2021
PI605764B,47.3,protein,2021
PI605805A,47.3,protein,2021
PI605842A,47.3,protein,2021
PI605857B,47.3,protein,2021
PI628865,47.3,protein,2021
FC31719,47.4,protein,2021
PI95959,47.4,protein,2021
PI96035,47.4,protein,2021
PI157422,47.4,protein,2021
PI174861,47.4,protein,2021
PI179825,47.4,protein,2021
PI189866,47.4,protein,2021
PI200447,47.4,protein,2021
PI200490,47.4,protein,2021
PI203399,47.4,protein,2021
PI204339,47.4,protein,2021
PI212605,47.4,protein,2021
PI221972,47.4,protein,2021
PI291279,47.4,protein,2021
PI322695,47.4,protein,2021
PI381683,47.4,protein,2021
PI393551,47.4,protein,2021
PI398264,47.4,protein,2021
PI398322,47.4,protein,2021
PI398410,47.4,protein,2021
PI398446,47.4,protein,2021
PI398466,47.4,protein,2021
PI398650,47.4,protein,2021
PI398735,47.4,protein,2021
PI398787,47.4,protein,2021
PI399016,47.4,protein,2021
PI399029,47.4,protein,2021
PI399032,47.4,protein,2021
PI399108,47.4,protein,2021
PI407050,47.4,protein,2021
PI407111,47.4,protein,2021
PI407220,47.4,protein,2021
PI407314,47.4,protein,2021
PI407748,47.4,protein,2021
PI407826,47.4,protein,2021
PI407826,47.4,protein,2021
PI407865,47.4,protein,2021
PI407889,47.4,protein,2021
PI407997,47.4,protein,2021
PI408142,47.4,protein,2021
PI416985,47.4,protein,2021
PI417167,47.4,protein,2021
PI417229,47.4,protein,2021
PI417477,47.4,protein,2021
PI417496,47.4,protein,2021
PI423920,47.4,protein,2021
PI424000,47.4,protein,2021
PI424074,47.4,protein,2021
PI424078,47.4,protein,2021
PI424111,47.4,protein,2021
PI424144,47.4,protein,2021
PI424174,47.4,protein,2021
PI424404,47.4,protein,2021
PI437362,47.4,protein,2021
PI437670,47.4,protein,2021
PI438020,47.4,protein,2021
PI438144,47.4,protein,2021
PI438189,47.4,protein,2021
PI458052,47.4,protein,2021
PI458097,47.4,protein,2021
PI468909,47.4,protein,2021
PI468970,47.4,protein,2021
